formula	target
LaYbZn2	True
LaZnAsO	False
LaZnAu2	True
Li(CuO)3	True
Li(NiO2)4	True
Li0.33Ag1Sn0.67O2	False
Li0.33Ti0.67Ag1O2	False
Li0.5Ge1Pb1.75S4	False
Li11Mn13O32	True
Li12Fe5O16	True
Li13Nb14ZnO42	True
Li13Ti22O48	True
Li14Ti21O48	True
Li15(FeO4)4	True
Li15Mn2O12	True
Li17Nb20O60	True
Li17Ti20O40	True
Li2(FeO2)5	True
Li2(LuGe)3	True
Li2(NiO2)3	True
Li23(MnAs)20	True
Li2B4O7	False
Li2CdGe	False
Li2CdGeS4	False
Li2CdSnS4	False
Li2Co4O7F	True
Li2CrCo3O8	True
Li2CrCuO4	True
Li2Cu2S3	True
Li2CuF6	True
Li2DyIn	True
Li2EuSn	True
Li2Fe2(PO4)3	True
Li2Fe3CoO8	True
Li2Fe3NiO8	True
Li2Fe3SnO8	True
Li2FeGeS4	False
Li2FeSnS4	False
Li2FeWO6	True
Li2Ga	True
Li2Ga(GeSe3)2	False
Li2Ga2GeS6	False
Li2GaPd	True
Li2HgGe	False
Li2HgGeS4	False
Li2In2GeS6	False
Li2In2GeSe6	False
Li2In2SiS6	False
Li2In2SiSe6	False
Li2InAg	True
Li2LaTl	True
Li2MgHg	True
Li2MgIn	True
Li2MgSn	True
Li2MnCo3O8	True
Li2MnCu3O8	True
Li2MnGeS4	False
Li2MnNi3O8	True
Li2MnO2F	True
Li2Mo2Se2O11	False
Li2Nb2(PO4)3	True
Li2NdAs2	True
Li2NdSb2	True
Li2Ni2SbO6	True
Li2Ni3TeO8	True
Li2Ni5(PO4)4	True
Li2PmAl	True
Li2PmGe	True
Li2PrIn	True
Li2PrP2	True
Li2PtO3	False
Li2Si4Ni5O14	True
Li2SiHgS4	False
Li2Sn5	True
Li2SnHgS4	False
Li2SnIr	True
Li2TeMoO6	False
Li2TeWO6	False
Li2Ti3FeO8	True
Li2TiMn3O8	True
Li2TlAg	True
Li2U(MoO5)2	True
Li2V2F7	True
Li2V3CrO8	True
Li2V3FeO8	True
Li2YbPb	True
Li2ZnGe	False
Li2ZnGeSe4	False
Li2ZnSnS4	False
Li2ZnSnSe4	False
Li3(CoO2)4	True
Li3(CuO)4	True
Li3(CuO2)2	True
Li3AlP2	False
Li3AlTe4O11	False
Li3Bi	False
Li3C	True
Li3Co(NiO2)4	True
Li3Co2(GeO4)3	True
Li3Co3SbO8	True
Li3Co4TeO8	True
Li3Cr(NiO2)4	True
Li3Cr3(CuO6)2	True
Li3CrCo3O8	True
Li3CrO4	True
Li3Cu4NiO8	True
Li3Dy	True
Li3Fe(CoO2)4	True
Li3Fe(SbO3)4	True
Li3Fe2SbO6	True
Li3FeNi3O8	True
Li3FeS3	True
Li3FeTe4O11	False
Li3GaTe4O11	False
Li3Mn(CuO3)2	True
Li3Mn(NiO3)2	True
Li3Mn2(CoO4)2	True
Li3Mn2(PO4)3	True
Li3Mn2CuO6	True
Li3Mn3NiO8	True
Li3Mn3WO8	True
Li3Mn4(PO4)6	True
Li3Mn4O8	True
Li3MnAs2	True
Li3Mo2P5O18	True
Li3Ni(SbO3)4	True
Li3Ni2(GeO4)3	True
Li3Ni3(PO4)4	True
Li3PS4	False
Li3ScN2	False
Li3Si3Ag2	True
Li3Ti2(PO4)3	True
Li3Ti3(PO4)4	True
Li3V12O29	True
Li3V4FeO12	True
Li3V4NiO12	True
Li3VOF5	True
Li4(FeO2)9	True
Li4.5Al0.5Te1O6	False
Li4.5Cr0.5Te1O6	False
Li4.5Fe0.5Te1O6	False
Li4.5Ga0.5Te1O6	False
Li4.5Mn0.5Te1O6	False
Li4Co2Ni3O10	True
Li4Co3CuO8	True
Li4Co5SbO12	True
Li4Cr3NiO8	True
Li4CrO5	True
Li4Cu(PO4)2	True
Li4Fe2Cu3O10	True
Li4Fe3NiO8	True
Li4Fe7(OF7)2	True
Li4FeNi3O8	True
Li4HgGe2S7	False
Li4MgNi3O8	True
Li4Mn(WO4)3	True
Li4Mn3Cr3O12	True
Li4Mn5Cu3O16	True
Li4Mn5Nb3O16	True
Li4Mn5NbO12	True
Li4Mn5Ni3O16	True
Li4NbNi3O8	True
Li4Ni2(PO4)3	True
Li4Ni3BiO8	True
Li4Ti5Cr3O16	True
Li4TiCr3O8	True
Li4V5Cu3O16	True
Li4VF7	True
Li4WO5	True
Li5(BiO3)4	True
Li5Co2Ni3O10	True
Li5Co2O2F5	True
Li5Cr2Ni5O12	True
Li5Fe2Ni3O10	True
Li5Fe6(BO3)6	True
Li5La3Nb14O42	True
Li5Mn2Cu5O12	True
Li5Mn3(FeO5)2	True
Li5Mn5(SbO6)2	True
Li5Mn6(BO3)6	True
Li6(NiO2)5	True
Li6Fe3Co7O20	True
Li6Fe9CoO20	True
Li6FeNi9O20	True
Li6FeO5F	True
Li6FeO6	True
Li6Mn5CoO12	True
Li6Mn5FeO12	True
Li6Tb2O7	True
Li7(Mo3S4)4	True
Li7(NiO2)11	True
Li7Ca8Nb12O40	True
Li7Ti16O32	True
Li7Ti5O12	True
Li7Ti7O16	True
Li8BiS6	True
Li8GeN4	False
Li8IrO6	True
Li8PO3	True
Li8PrO6	True
Li8Ti16CuS32	True
Li8TiNi7O16	True
Li9Fe3(WO4)7	True
Li9Ga13(Te7O22)3	False
LiAgF3	True
LiAl2Rh	True
LiAl2Tc	True
LiAl3	True
LiAlB14	False
LiAlB4	True
LiAlGe	True
LiAlRh2	True
LiAsS2	False
LiAsSe2	False
LiB3	False
LiB3O5	False
LiB9PbO15	False
LiBePt2	True
LiBi2(PO4)3	True
LiBi3(ClO2)2	False
LiBiS2	False
LiBr	False
LiCa2Ga	True
LiCa2Ge3	True
LiCa2In	True
LiCa2Mg	True
LiCa3As2H	False
LiCaO3	True
LiCd2Rh	True
LiCdBO3	False
LiCl	False
LiCo(CO3)2	True
LiCo7O7F	True
LiCoS2	True
LiCu2(CO3)2	True
LiCu2Ge	True
LiCu3F7	True
LiCu5P3O13	True
LiCuO2	True
LiCuPO4	True
LiEr2Ga	True
LiErAu2	True
LiEuH3	False
LiF	False
LiFe2(PO4)3	True
LiFe2(SiO4)2	True
LiGa(GeSe3)2	False
LiGaAg2	True
LiGaAu2	True
LiGaO2	False
LiGaPd2	True
LiGaPt2	True
LiGaS2	False
LiGaSe2	False
LiGaTe2	False
LiGd5P2O13	False
LiGeRh2	True
LiH3(SeO3)2	False
LiHf2Ir	True
LiHfPd2	True
LiHg2Pd	True
LiHoAu2	True
LiHoO3	True
LiI	False
LiIO3	False
LiIn(IO3)4	False
LiIn2Rh	True
LiInAg2	True
LiInS2	False
LiInSe2	False
LiInSn	True
LiInSnS4	False
LiInTe2	False
LiLa2IrO6	True
LiLu2Ga	True
LiLu2Pd	True
LiLu2Ru	True
LiLu2Tc	True
LiMg2Ag	True
LiMgAs	False
LiMgBi	False
LiMgN	False
LiMgSnPd	True
LiMn(PO4)2	True
LiMn2(PO4)2	True
LiMn4O8	True
LiMn9Se10	True
LiMnCoO4	True
LiMnCuO4	True
LiMnO2	True
LiMnP2O7	True
LiMnSiO4	True
LiMo3O8	True
LiMoIO6	False
LiNb3(BiO3)4	False
LiNbO3	False
LiNi2(PO4)3	True
LiNiP2O7	True
LiPm2Al	True
LiPm2Ga	True
LiPm2Ir	True
LiPm2Si	True
LiPr2Ru	True
LiSb3PbS6	False
LiSbS2	False
LiSbSe2	False
LiSbTe2	False
LiScHg2	True
LiSiB6	False
LiSiPd2	True
LiSiRh2	True
LiSm3SiS7	False
LiSn(PO3)4	True
LiSn4Ir	True
LiSnAu	True
LiTa3(BiO3)4	False
LiTaO3	False
LiTaRh2	True
LiThAu2	True
LiTi11O20	True
LiTi3O6	True
LiTiSiO4	True
LiTlPd2	True
LiTm2Rh	True
LiTm2Ru	True
LiTmSn	True
LiV2NiO6	True
LiV3O4	True
LiY(CuP)2	True
LiY2Ru	True
LiYbF4	True
LiYbPb	True
LiZn(Fe5O8)2	True
LiZn2GaO4	False
LiZnBO3	False
LiZnN	False
LiZr2Os	True
LiZrRh2	True
Lu(InS2)3	False
Lu(SiOs)2	True
Lu2AgAu	True
Lu2Al3Co	True
Lu2AlTc	True
Lu2CdAg	True
Lu2CdIn	True
Lu2CrS4	False
Lu2Fe2Si2C	True
Lu2FeS4	True
Lu2InHg	True
Lu2MgHg	True
Lu2Mn12P7	True
Lu2Mo2C3	True
Lu2O3	False
Lu2TlAg	True
Lu2TlCd	True
Lu2TlCu3Se5	False
Lu3BC3	True
Lu3Ga	True
Lu3InN	True
Lu3TlC	True
Lu4C7	True
Lu5(Si5Ir2)2	True
Lu5Si3B	True
Lu7(NiTe)2	True
Lu7(TePd)2	True
LuAg2	True
LuAl2Pd5	True
LuAlAg2	True
LuAu	True
LuBPd3	True
LuC2	True
LuCd4B3O10	False
LuCdAg2	True
LuGaRh2	True
LuGe2	True
LuHfRu2	True
LuIr	True
LuIr2	True
LuMnSi	True
LuNiBC	True
LuP	False
LuPt3	True
LuScRh2	True
LuScRu2	True
LuScZn2	True
LuSi2Ni	True
LuSiIr	True
LuU2S3O2	True
LuUO3	True
Mg(As2Rh3)2	True
Mg(CoS2)2	True
Mg(FeO2)4	True
Mg(FeS2)2	True
Mg(SnO2)4	True
Mg(TiS2)4	True
Mg10B16Ir19	True
Mg17Al11Pd	True
Mg23Al30	True
Mg2AgIr	True
Mg2Co	False
Mg2CrN2	True
Mg2Cu	True
Mg2CuWO6	True
Mg2Ga	True
Mg2Ge	False
Mg2GeB2Rh5	True
Mg2GeSe4	False
Mg2MnN2	True
Mg2Pb	False
Mg2PdAu	True
Mg2RhAu	True
Mg2Si	False
Mg2SiPt	True
Mg2Sn	False
Mg2TcO4	True
Mg2TiIrO6	True
Mg2V9O13	True
Mg2Zr14O5	True
Mg3(B25C4)2	False
Mg3(MnAl9)2	True
Mg3(Ni10B3)2	True
Mg3(Ni10P3)2	True
Mg32Al36Ag13	True
Mg3Al9FeSi5	True
Mg3As2	False
Mg3AsN	False
Mg3Bi2	True
Mg3Ga7Co2	True
Mg3Ge	True
Mg3N2	False
Mg3P2	False
Mg3Rh	True
Mg3Ru2	True
Mg3Sb2	False
Mg3Tl	True
Mg4Sc3(SiO3)8	True
Mg5As	True
Mg5B3O9F	False
Mg5Ti13O30	True
Mg5Tl2	True
Mg9CuO10	True
MgAgAs	True
MgCo2(PO5)2	True
MgCr	True
MgCu2GeS4	False
MgCu2SiS4	False
MgCuBi	True
MgCuSb	True
MgCuSn	True
MgF2	False
MgGeN2	False
MgIn3	True
MgInAg2	True
MgInPd2	True
MgMnO3	True
MgMnRh2	True
MgNiSb	True
MgO	False
MgPb3	True
MgPt5	True
MgRh2Pb	True
MgRhF6	True
MgSbF6	True
MgSbPt	True
MgSc	True
MgScAg2	True
MgSe	False
MgSi7Ir3	True
MgSiN2	False
MgSnRh2	True
MgTe	False
MgTi11O20	True
MgTi4O6	True
MgTl	True
MgV4O6	True
MgZn2	True
Mn(BW)2	True
Mn(CoO2)4	True
Mn(PbO2)2	False
Mn(SbO2)2	False
Mn(SbO3)2	True
Mn(SbSe2)2	False
Mn0.05Te1Pb0.95	False
Mn0.1Te1Pb0.9	False
Mn11Si19	False
Mn15Si26	False
Mn2AlB2	True
Mn2AlO4	True
Mn2CoAs	True
Mn2CoGe	True
Mn2Cu(PO4)3	True
Mn2GaW	True
Mn2GeS4	True
Mn2Hg5	True
Mn2Nb	True
Mn2OF3	True
Mn2P	True
Mn2Tl2O7	True
Mn2VSi	True
Mn3(OF3)2	True
Mn3Al10	True
Mn3Cr3(CoO8)2	True
Mn3Cr3(TeO8)2	True
Mn3NbO8	True
Mn3NiN	True
Mn3PdN	True
Mn3PtN	True
Mn3SbO8	True
Mn3V2(SiO4)3	True
Mn5As4	True
Mn5Ge2	True
Mn5O3F5	True
Mn5O7	True
Mn7O7F	True
MnAl3	False
MnAlAu2	True
MnAs	True
MnBe2Co	True
MnCdO2	True
MnCoSi	True
MnCu2Sn	True
MnCu3	True
MnF2	False
MnFeAs	True
MnFeCoGe	True
MnGaNi2	True
MnGaPt	True
MnGePd	True
MnGeRh2	True
MnI2	False
MnIn2PbS5	False
MnInCu2	True
MnNbO4	True
MnNi	True
MnNiP	True
MnO	False
MnO2	False
MnP2	True
MnP4	False
MnPSe3	False
MnS	True
MnSb3(PO4)6	True
MnSbPd	True
MnSbRh2	True
MnSe	False
MnSi	False
MnSiNi2	True
MnSnRu2	True
MnTcOs	True
MnTe	False
MnTe9	False
MnTePd	True
MnV(TeO4)2	False
Mo2NCl8	True
Mo3Pd2N	True
Mo5As4	True
Mo5O14	True
MoO3	False
MoSe2	False
Na(GeP)3	False
Na0.5Ge1Pb1.75S4	False
Na0.5Ge1Pb1.75Se4	False
Na0.75Eu1.625Ge1Se4	False
Na0.8Li0.2As1Se2	False
Na10(Ga2Sn)3	True
Na11Bi5O16	True
Na11Ti20O40	True
Na15Sn4	True
Na19Zr11S30	True
Na2B6O9F2	False
Na2Be4B4O11	False
Na2Cd(GeS3)2	False
Na2Cd(GeSe3)2	False
Na2CdSnS4	False
Na2Cl	True
Na2Cr7O14	True
Na2EuGeSe4	False
Na2Ga2GeS6	False
Na2Ga2SnS6	False
Na2Gd(PO4)2	False
Na2Ge2Se5	False
Na2Hg3(GeS4)2	False
Na2Hg3Se1.49S2.51	False
Na2In	True
Na2In2GeS6	False
Na2In2GeSe6	False
Na2In2SiS6	False
Na2In4Se6S	False
Na2In5Au6	True
Na2LiTa	True
Na2Mo2Se2O11	False
Na2Nb4Se4O19	False
Na2Pt(IO3)6	False
Na2S	False
Na2SO4	True
Na2Se	False
Na2Si2Hg3S8	False
Na2Sn2Hg3S8	False
Na2Te	False
Na2TeS3	False
Na2TeSe3	False
Na2Ti2Sb2O	True
Na2Ti3O7	False
Na2Tl	True
Na2UI6	True
Na2V6O13	True
Na2VCuF7	True
Na2Zn(GeS3)2	False
Na2Zn(GeSe3)2	False
Na2Zn(SnS3)2	False
Na2Zn3(SeO3)4	False
Na3(WO3)4	True
Na3In2Au	True
Na3Mn2(GeO4)3	True
Na3MoClO4	False
Na3MoO4F	False
Na3Re	True
Na3Sb	False
Na3Sn2ClF6	False
Na3Tl	True
Na3UF7	True
Na3WClO4	False
Na3Zn(BO2)5	False
Na4Al4Si19	False
Na4Eu(GeS3)2	False
Na4Mg(GeSe3)2	False
Na4Mg(SiSe3)2	False
Na5Cu7O13	True
Na5Fe6(SiO3)12	True
Na5Gd(MoO4)4	False
Na6CoSe4	True
Na6FeS4	True
Na7(CoO3)2	False
Na7.36Ga7.24Sn4.78Se24	False
Na8(CuO2)5	True
Na8Hg3	True
Na8NbO6	True
Na8PO3	True
Na9(WO3)16	True
NaAlGeS4	False
NaAsO3	True
NaAsS2	False
NaAsSe2	False
NaB15	False
NaBi3	True
NaBiS2	False
NaBiSe2	False
NaBr	False
NaC	True
NaCd2Au	True
NaCd4P3	False
NaCdAsS3	False
NaCdO3	True
NaCdSb	True
NaCeS2	True
NaCeS3	False
NaCl	False
NaCuO	True
NaEuO2	True
NaF	False
NaFe2(SiO3)4	True
NaFe2O3	True
NaGaGe3Se8	False
NaH3(SeO3)2	False
NaHg	True
NaI	False
NaIn(IO3)4	False
NaIn(TeO3)2	False
NaIn3S5	False
NaIn3Se5	False
NaInS2	False
NaInSe2	False
NaInSnS4	False
NaInTe2	False
NaIrPb	True
NaLa2TaO6	False
NaLaS3	False
NaLi3	True
NaLu(Pd3O4)2	True
NaNO2	False
NaNb2PS10	False
NaNbSe2O7	False
NaNi2O3	True
NaSb	False
NaSb(PS3)2	False
NaSbF6	False
NaSbS2	False
NaSbSe2	False
NaSbTe2	False
NaSc(SeO3)2	False
NaSi2Pd3	True
NaSm(PS3)2	False
NaSn2	True
NaTa3	True
NaTi5Se8	True
NaTl	True
NaY(Te2O5)2	False
NaYb(PS3)2	False
NaZr2TiF11	True
NaZrCuTe3	True
Nb(Cl2O)2	True
Nb17Ir3S40	True
Nb2(CoO3)3	True
Nb2AgPS10	False
Nb2Cr4Si5	True
Nb2O5	False
Nb2Pb2Se4O15	False
Nb2Sb	True
Nb2Tl3CuSe12	False
Nb2Tl4S11	False
Nb3(Fe10B3)2	True
Nb3B2	True
Nb3Bi	True
Nb3CuO8	False
Nb3In	True
Nb3IrSe8	True
Nb3Os	True
Nb3Ru	True
Nb3Te	True
Nb3V(PO4)6	True
Nb3VS6	True
Nb40N21O16	True
Nb4Co2PdSe12	True
Nb5Ga4	True
Nb5Ge3	True
Nb5OF14	True
Nb6Co7	True
Nb6VSb3O25	False
NbAg2(PS4)2	False
NbCrN	True
NbCrW	True
NbCu3Se4	False
NbCuO3	False
NbGaCo2	True
NbHO3	True
NbHg3F6	True
NbOsPb	True
NbPt2	True
NbRu2Cl	True
NbSe2	False
NbSi2	True
NbSiIr	True
NbSnIr	False
Nd(Al4Co)2	True
Nd(AsPd)2	True
Nd(CoGe)2	True
Nd(CoSi)2	True
Nd(CrSi)2	True
Nd(GePt)2	True
Nd(InS2)3	False
Nd(NiSn)2	True
Nd(PRu)2	True
Nd(Re2Si)2	True
Nd(SiIr)2	True
Nd1.33Lu0.67S3	False
Nd10Se14O	False
Nd2(SnSe3)3	False
Nd2BC	True
Nd2CdIn	True
Nd2Fe14B	True
Nd2Ge5Rh3	True
Nd2HfS5	False
Nd2IrPd	True
Nd2Ni7P4	True
Nd2O3	False
Nd2Ru2O7	True
Nd2S3	False
Nd2Se3	False
Nd2Te3	False
Nd2WC2	True
Nd2ZnGa	True
Nd2ZrS5	False
Nd3(GeRu)2	True
Nd3AlC	True
Nd3Ge5	True
Nd3In	True
Nd3Ni13B2	True
Nd3Te4	False
Nd3Zr	True
Nd4(GeS4)3	False
Nd4Ge3Rh4	True
Nd4InSbSe9	False
Nd4Mg3Co2	True
Nd4MgRu	True
Nd4O3F7	True
Nd5Ge3	True
Nd5Ge4	True
NdAgAs2	True
NdAgPb	True
NdAl4Ge2Au	True
NdAl7Au3	True
NdAs	False
NdAu3	True
NdB6	False
NdBRh3	True
NdBi	True
NdCrGe3	True
NdCu3(RuO3)4	True
NdCuSO	False
NdCuTeO	False
NdErTl2	True
NdErZn2	True
NdF3	False
NdFeSi2	True
NdGa2Ni	True
NdGaO3	True
NdIn3	True
NdIn5Rh	True
NdInAu	True
NdInCu	True
NdLuSe3	False
NdMg2	True
NdMg2Ni9	True
NdMgNi4	True
NdMnSbO	True
NdMoO4F	False
NdNiC2	True
NdO2	True
NdPt	True
NdRh	True
NdSb	True
NdSbPd	True
NdScGe	True
NdSmHg2	True
NdSn2	True
NdSnRh	True
NdTe	True
NdTe2	False
NdTiGe	True
NdTlAg2	True
NdTlPd	True
NdZn2Ag	True
Ni(CN)2	False
Ni(PO3)4	True
Ni23B6	True
Ni2Ge	True
Ni2Mo3N	True
Ni2Mo4C	True
Ni2Mo4N	True
Ni2PO5	True
Ni2Te3O8	False
Ni3Ge	True
Ni3Pt	True
Ni3S4	True
Ni3SnN	True
Ni4(BiO2)9	True
Ni4(PO4)3	True
Ni7(P2O7)4	True
NiAgO2	True
NiAsO3	True
NiCO4	True
NiGe	True
NiGePt2	True
NiI	True
NiN	True
NiO	False
NiP2	False
NiS2	False
NiTe	False
OsS2	False
P2H12N7Cl	True
P2H4RhO9	True
P2Ir	False
P2O5	True
P2Os	False
P2Pd	False
P2Pd3S8	False
P2Pt	False
P2Rh	False
P2Ru	False
P2Se3	False
P2Se5	False
P4Os	False
P4Ru	False
PH2NO2	True
PH6NO4	False
PHPbO3	False
POsS	False
POsSe	False
PPdS	False
PPdSe	False
PRuS	False
PSe	False
PW5O17	True
Pb17(Cl9O4)2	False
Pb1Se0.01S0.99	False
Pb1Se0.5S0.5	False
Pb1Se0.95S0.05	False
Pb1Se0.99S0.01	False
Pb1Se0.9S0.1	False
Pb2O3	False
Pb2SeN2O9	False
Pb3O4	False
Pb3Se2(BrO3)2	False
PbBr2	False
PbCl2	False
PbI2	False
PbN6	False
PbO2	False
PbS	False
PbSe	False
PbSeO4	False
Pd(IO3)2	False
Pd16S7	True
Pd2N	True
Pd3(PbS)2	True
PdO	False
PdPb2	True
PdS	False
PdS2	False
PdSe	False
PdSe2	False
Pm2CuGe	True
Pm2IrRh	True
Pm2NiRh	True
Pm2PtAu	True
Pm3I	True
PmCd3	True
PmCdPd2	True
PmDy3	True
PmGaAu2	True
PmHgAu2	True
PmMgAu2	True
PmMgCd2	True
PmMgRh2	True
PmSbRh2	True
PmSnRh2	True
Pr(BRu)2	True
Pr(BiO3)2	True
Pr(CoAs)2	True
Pr(CoGe)2	True
Pr(FeSi)2	True
Pr(InS2)3	False
Pr(MnSi)2	True
Pr1.29Lu0.71S3	False
Pr10Se14O	False
Pr1Te1.9	False
Pr27Se40	True
Pr2Au	True
Pr2CdSn	True
Pr2Co12P7	True
Pr2Ge2Se7	False
Pr2GeSe5	False
Pr2HgPb	True
Pr2InGe2	True
Pr2InPd2	True
Pr2Ir2O7	True
Pr2S3	False
Pr2Se3	False
Pr2Te3	False
Pr2Te4O11	False
Pr3(Al2Si3)2	True
Pr3Cd	True
Pr3I	True
Pr4InSbSe9	False
Pr4MgRu	True
Pr4Sb3	True
Pr4Te7	False
Pr5In11Ni6	True
Pr5Si4	True
Pr6Fe13Si	True
Pr7Mn8O24	True
Pr9(SbO)5	True
PrAgAs2	True
PrAl3Ni2	True
PrAs	False
PrAu	True
PrB4	True
PrB6	False
PrBN2	False
PrBPt4	True
PrCd	True
PrCo4B	True
PrCuSO	False
PrErIn2	True
PrErMg2	True
PrF3	False
PrFeGe2	True
PrGaAu2	True
PrGe3	True
PrGe5	True
PrGeAu	True
PrIn	True
PrInAu2	True
PrIr2	True
PrLuIn2	True
PrLuSe3	False
PrMgAg2	True
PrMgGa	True
PrMo3	True
PrMoO4F	False
PrNiGe2	True
PrO	False
PrP	True
PrSb	False
PrSbPt	True
PrSm3	True
PrSmO2	True
PrTaN2O	False
PrTe2	False
PrTl2InSe4	False
PrTlSe2	False
PrTmTl2	True
PrZn	True
Pt0.97S2	False
Pt3Pb	True
Pt3PbC	True
PtN	True
PtS	False
PtS2	False
PtSe2	False
Rb1.45Sb7.45Pb3.1Se15	False
Rb1.54Cd1.54Bi2.46S6	False
Rb15Hg16	True
Rb28(Mg3In17)3	True
Rb2AgPS4	False
Rb2BaNb2Se11	False
Rb2Cd(IBr)2	False
Rb2Cd(PSe3)2	False
Rb2Cd3(B4O7)4	False
Rb2Cd3S4	False
Rb2Cd3Se4	False
Rb2Cd3Te4	False
Rb2CrF6	True
Rb2Cu2Sb2S5	False
Rb2Cu2SnS4	False
Rb2FeI4	True
Rb2GeB4O9	False
Rb2Hg(PSe3)2	False
Rb2Hg3(GeS4)2	False
Rb2Mo3Se3O16	False
Rb2Mo9Se10	True
Rb2Na2IrO4	True
Rb2NaNiF6	True
Rb2NaVF6	True
Rb2NbCuS4	False
Rb2NbCuSe4	False
Rb2PS5	False
Rb2Pt(IO3)6	False
Rb2SCl6F	True
Rb2Sn2Hg3S8	False
Rb2Sn3(SbS5)2	False
Rb2Tb3AlF16	True
Rb2Te	False
Rb2TeBr6	False
Rb2TeI6	False
Rb2Ti(AgS2)2	False
Rb2Ti(CuS2)2	False
Rb2VAgS4	False
Rb2VCuS4	False
Rb2Zn3(SeO3)4	False
Rb3(Cu4S3)2	True
Rb3Ag9(PS4)4	False
Rb3Al3Ge7S20	False
Rb3Al3Ge7Se20	False
Rb3Bi2Br9	False
Rb3Bi2I9	False
Rb3Cd(BO2)5	False
Rb3Ga	True
Rb3Li4(BO2)7	False
Rb3Mn	True
Rb3Na(MoO4)2	False
Rb3Nb2AsSe11	False
Rb3Sb	False
Rb3Sb2Br9	False
Rb3Sb2I9	False
Rb3Sm	True
Rb3Ta2AsS11	False
Rb3Tm	True
Rb3Zn(BO2)5	False
Rb4Ag9(SbS3)4	False
Rb4CuSi2O7	True
Rb4Ga4Si19	False
Rb4Ge(PSe3)4	False
Rb4Ge3B6O17	False
Rb4Mo5(PO11)2	False
Rb4Ti3S14	False
Rb5(W4O15)2	True
Rb5(WO3)18	True
Rb5B(SO4)4	False
Rb5Li6(BO2)11	False
Rb5Tl3O	True
Rb6O	True
Rb7Th2(P2Se7)3	False
Rb9Bi13S24	False
RbAg2SbS4	False
RbAg2TeS6	False
RbAg5(PS4)2	False
RbAgF3	True
RbB5(H2O3)4	True
RbBa2(PO3)5	False
RbBi2	True
RbBi3Se5	False
RbBi3TeSe4	False
RbBiS2	False
RbBiSe2	False
RbBr	False
RbBr3	True
RbC8	True
RbCaBO3	False
RbCd(BO2)3	False
RbCd13	True
RbCd4Ga5S12	False
RbCd4Ga5Se12	False
RbCd4Ga5Te12	False
RbCd4In5Se12	False
RbCl	False
RbCu(SbS2)2	False
RbCu2AsS3	False
RbCu2SbS3	False
RbCu4AsS4	False
RbCuPdF5	True
RbCuSnS3	False
RbCuSnSe3	False
RbEuO2	True
RbF	False
RbF3	True
RbGaSnSe4	False
RbGe3	True
RbGeB3O7	False
RbH2(IO3)3	False
RbH3(SeO3)2	False
RbHg3	True
RbHgSbTe3	False
RbI	False
RbIn4	True
RbIn5S6	False
RbInGeS4	False
RbInS2	False
RbInSnS4	False
RbInTe3O8	False
RbLiCO3	False
RbMn4Ga5Te12	False
RbMn4In5Se12	False
RbMnTe2	True
RbMoPO6	False
RbNa2NiO2	True
RbNa2Sb	False
RbNb3(TeO6)2	False
RbNb4Br11	False
RbNbSe2O7	False
RbPPbO4	False
RbPSe6	False
RbPdF3	True
RbSbO3	True
RbSbS2	False
RbSbSe2	False
RbSbTe2	False
RbSc(SeO3)2	False
RbTa3(TeO6)2	False
RbTbSe2	False
RbTiBr3	True
RbTmO3	True
RbU2SbS8	True
RbUAgS3	True
RbV(CuS2)2	False
RbVP2S7	True
RbWO3	True
RbY(TeO3)2	False
RbYbZnSe3	False
RbZn4In5Se12	False
RbZrPSe6	False
Re(TeCl6)2	True
Re2PbO6	True
Re2RuBr	True
Re2W3C	True
Re3As7	True
Re3F	True
Re3P4	True
Re5(NiAs6)2	True
ReBiO3	True
ReCl4	True
ReF6	True
ReIr3	True
ReO3	False
ReOsRu	True
RePO5	True
ReS2	False
ReSe2	False
ReSi2	False
ReSn3	True
Rh0.67S2	False
Rh0.67Se2	False
Rh2S3	False
Rh3Pb	True
Rh7(PbO5)3	True
RhS3	False
RhSe2	False
RhSe3	False
RhSeS	False
Ru3Cl	True
RuCl3	True
RuS2	False
RuSe2	False
Sb2I2F11	True
Sb2O3	False
Sb2Os	False
Sb2PbSe4	False
Sb2Pt	False
Sb2Ru	False
Sb2S3	False
Sb2Se3	False
Sb2Te	True
Sb2Te3	False
Sb2XeF14	True
Sb3IO4	False
Sb4Pb4S11	True
Sb5IO7	False
Sb6Pb4Se13	False
Sb6Pb6Se17	False
Sb8I2O11	False
SbAs	False
SbI3	False
SbOsS	False
SbOsSe	False
SbPb2S2I3	False
SbPbBrO2	False
SbPbIO2	False
SbPd3	True
SbPt3	True
SbRh3	True
SbRuSe	False
SbSBr	False
SbSI	False
SbSeBr	False
SbSeI	False
SbTeI	False
SbTeOs	False
SbTeRh	False
SbTeRu	False
Sc(CuSe)3	False
Sc(GaFe)6	True
Sc(TiN)9	True
Sc(VGa2)2	True
Sc11(AlGe4)2	True
Sc14Cu14O37	True
Sc2(PO4)3	True
Sc2Al3Ru	True
Sc2CuRu	True
Sc2Fe	False
Sc2FeB2Ir5	True
Sc2GaAg	True
Sc2GaIr	True
Sc2MnC	True
Sc2O3	False
Sc2S3	False
Sc2TlTc	True
Sc3(MnGa3)2	True
Sc3(ReSi2)2	True
Sc3BPb	True
Sc3C4	True
Sc3Fe2Si3	True
Sc3GaC	True
Sc3PbC	True
